epoch,acc,loss,val_acc,val_loss
0,0.8890277430642339,0.3360934900575553,0.9409409409409409,0.20048375259917062
1,0.9622594351412147,0.13680170874058514,0.9589589590186233,0.11439412319147074
2,0.9782554361409648,0.08221810879148553,0.9679679679679679,0.09460145472973078
