epoch,acc,loss,val_acc,val_loss
0,0.0,16.11809539794922,0.0,16.11809539794922
1,0.0,16.11809539794922,0.0,16.11809539794922
2,0.0,16.11809539794922,0.0,16.11809539794922
3,0.0,16.11809539794922,0.0,16.11809539794922
4,0.0,16.11809539794922,0.0,16.11809539794922
